record_id,title,abstract,doi,asreview_prior,exported_notes_1,included,asreview_ranking
1140,"Thermogenic changes after gastric bypass, adjustable gastric banding or dietÂ alone.","The mechanisms by which bariatric surgery achieves weight loss (WL) are under scrutiny. We assessed changes in resting energy expenditure (REE) after gastric bypass (RYGB) and gastric banding (AGB) to determine if changes in REE are associated with WL and type of surgery. Three groups of morbidly obese patients were studied: RYGB (nÂ =Â 12), AGB (nÂ =Â 8), and a control group that underwent caloric restriction alone (Diet, nÂ =Â 10). Studies were performed at baseline and after 14Â days in all groups and 6Â months after RYGB and AGB. REE (kcal/day) was measured by indirect calorimetry and adjusted for body weight (Wt-REE), and lean body mass by dual-energy X-ray absorptiometry (LBM-REE). At baseline, REE did not differ significantly among groups (RYGBÂ =Â 2,114Â Â±Â 337, AGBÂ =Â 1,837Â Â±Â 154, DietÂ =Â 2,091Â Â±Â 363Â kcal/day, PÂ =Â .13). After 14Â days, the groups had similar percent excess WL (%EWL). Neither Wt-REE nor LBM-REE changed significantly in any group. After 6Â months %EWL was 49Â Â±Â 10% after RYGB and 21Â Â±Â 11% after AGB (PÂ <Â .01); RYGB patients had greater increase in the percent of weight that was LBM (RYGBÂ =Â 7.9Â Â±Â 3.0 vs. AGBÂ =Â 1.6Â Â±Â 1.5%, PÂ <Â .01). Wt-REE increased significantly only after RYGB (+2.58Â Â±Â 1.51Â kcal/kg/day, PÂ <Â .01). There was a significant correlation between changes in Wt-REE and %EWL (rÂ =Â 0.670, PÂ =Â .003). The increase in Wt-REE may be a factor supporting WL after RYGB.",10.1016/j.surg.2014.06.070,,,,821
758,NON-INVASIVE PREVENTIVE VENTILATION WITH TWO PRESSURE LEVELS IN THE POSTOPERATIVE PERIOD OF ROUX-EN-Y GASTRIC BYPASS: RANDOMIZED TRIAL.,"Obesity is characterized by excessive accumulation of body fat, which causes damage to the health of individuals, such as breathing difficulties. To verify the results of non-invasive ventilation as a preventive strategy on the decline of respiratory function and postoperative complications in patients undergoing Roux-en-Y gastric bypass. This is a randomized trial, according to CONSORT standards, with obese adults aged 18-40 years. Randomized control group (n=25) only received guidelines regarding posture, early ambulation and cough stimuli, and in the NIV group (n=25), in addition to the aforementioned group, non-invasive ventilation was performed with two pressure levels, once day for 60 min, from the 1st to the 3rd postoperative day (POD). Both groups were evaluated in the preoperative period and in the 1st and 3rd POD for respiratory function, which were: slow vital capacity (VC), inspiratory capacity (IC), minute volume (MV), tidal volume maximal inspiratory muscle strength (Pimax) and peak expiratory flow (PEF). The length of hospital stay and the episodes of postoperative complications were recorded. Of the 50 patients the majority were young adults with degrees of obesity between III and IV. In the intergroup analysis, there was an improvement in the CVL and MV only in the 1st POD in the NIV group, CI in the three moments evaluated in the NIV group and the PFE in the 1st and 3rd PDO also in this group. The most frequent complications were pneumonia, followed by operative wound infection and atelectasis. There was a significant difference between groups, showing a higher occurrence in pneumonia and atelectasis in the control group. The days of hospitalization and intensive care unit were similar. It was observed a faster recovery until the 3rd POD in the IC and PEF variables in the NIV group; in addition, there were fewer complications in this group.",10.1590/0102-672020180001e1361,,,,822
194,Exercise for counteracting weight recurrence after bariatric surgery: a systematic review and meta-analysis of randomized controlled trials.,"Exercise is recommended to prevent post-surgical weight recurrence. Yet, whether exercise interventions are efficacious in this regard has not been systematically evaluated. Moreover, clinicians lack evidence-based information to advise patients on appropriate exercise frequency, intensity, time, and type (FITT) for preventing weight recurrence. Thus, we conducted a meta-analysis of randomized controlled trials (RCTs) involving exercise interventions specifying FITT and weight measurement â‰¥12 months post-surgery. We reviewed scientific databases up through February 2022 for RCTs comparing exercise interventions reporting FITT and a nonexercise control group on weight â‰¥12 months post-surgery. Procedures following the Preferred Reporting Items for Systematic Reviews and Meta-Analyses were registered at the international prospective register of systematic reviews (PROSPERO: CRD42022342337). Of 1368 studies reviewed, 5 met inclusion criteria (n = 189; 47.8 Â± 4.2 yr, 36.1 6 Â± 3.8 kgÂ·m2, 83.2 Â± 9.5% female; 61.7% underwent Roux-en-Y gastric bypass). Exercise interventions were largely supervised, lasted 12-26 weeks, and prescribed 80-210 minutes/week of moderate-to-vigorous intensity combined aerobic and resistance exercise over â‰¤5 days. Within-group effects showed non-statistically significant weight loss for exercise (dÂ = - .15, 95% confidence interval [CI]: -1.96, 1.65; -1.4 kg; P = .87) and weight gain for control (d = .11, 95% CI: -1.70,1.92; +1.0 kg; P = .90), with no difference between these groupsÂ (dÂ =Â -2.26, 95% CI: -2.07, 1.55; -2.4 kg; P = .78). Exercise elicited an additional 2.4 kg weight loss versus control, although this effect was small and statistically non-significant. AbilityÂ to draw definitive conclusions regarding efficacy of exercise interventions for counteracting post-surgical weight recurrence was limited by the small number of trials and methodological issues. Findings highlight the need for more rigorous RCTs of exercise interventions specifically designed to reduce post-surgical weight recurrence.",10.1016/j.soard.2022.12.029,,,,823
857,"Perioperative complications following bariatric surgery according to the clavien-dindo classification. Score validation, literature review and results in a single-centre series.","There is no unified system for reporting surgical complications after bariatric surgery. One increasingly used system for notifying postoperative complications is the Clavien-Dindo classification, which focuses on their therapeutic implications. The aim of this study is to validate and apply the Clavien-Dindo scale to a series of cases of bariatric surgery and systematically review its use worldwide. University hospital. A cohort of 321 patients with morbid obesity (Mean BMI: 45.4Â±5.5 kg/m2) underwent surgery by the same team of surgeons, fundamentally using a laparoscopic gastric bypass. Initially, the Clavien-Dindo scale was translated and validated for its acceptability and reproducibility using the Kappa index. The scale was then applied to the whole of the bariatric series. A systematic review was also conducted in the literature regarding the use of the Clavien-Dindo classification after bariatric surgery. Lastly, a comparison was made with our results. The classification was validated without any difficulty. Most of the postoperative complications are grades I (8.4%) and III (7.8%). We found it used in 15 series (including our own), which accounts for 10,347 patients. The overall results are analogous to our series. The Clavien-Dindo scale has been validated and translated into Spanish. Application is quick and simple and enables comparisons to be made between centers and series. Our results are similar to those reported by other authors.",10.1016/j.soard.2017.04.018,,,,824
1652,Who would have thought it? An operation proves to be the most effective therapy for adult-onset diabetes mellitus.,"This report documents that the gastric bypass operation provides long-term control for obesity and diabetes. Obesity and diabetes, both notoriously resistant to medical therapy, continue to be two of our most common and serious diseases. Over the last 14 years, 608 morbidly obese patients underwent gastric bypass, an operation that restricts caloric intake by (1) reducing the functional stomach to approximately 30 mL, (2) delaying gastric emptying with a c. 0.8 to 1.0 cm gastric outlet, and (3) excluding foregut with a 40 to 60 cm Roux-en-Y gastrojejunostomy. Even though many of the patients were seriously ill, the operation was performed with a perioperative mortality and complication rate of 1.5% and 8.5%, respectively. Seventeen of the 608 patients (< 3%) were lost to follow-up. Gastric bypass provides durable weight control. Weights fell from a preoperative mean of 304.4 lb (range, 198 to 615 lb) to 192.2 lb (range, 104 to 466) by 1 year and were maintained at 205.4 lb (range, 107 to 512 lb) at 5 years, 206.5 lb (130 to 388 lb) at 10 years, and 204.7 lb (158 to 270 lb) at 14 years. The operation provides long-term control of non-insulin-dependent diabetes mellitus (NIDDM). In those patients with adequate follow-up, 121 of 146 patients (82.9%) with NIDDM and 150 of 152 patients (98.7%) with glucose impairment maintained normal levels of plasma glucose, glycosylated hemoglobin, and insulin. These antidiabetic effects appear to be due primarily to a reduction in caloric intake, suggesting that insulin resistance is a secondary protective effect rather than the initial lesion. In addition to the control of weight and NIDDM, gastric bypass also corrected or alleviated a number of other comorbidities of obesity, including hypertension, sleep apnea, cardiopulmonary failure, arthritis, and infertility. Gastric bypass is now established as an effective and safe therapy for morbid obesity and its associated morbidities. No other therapy has produced such durable and complete control of diabetes mellitus.",10.1097/00000658-199509000-00011,,,,825
128,Cognitive Control and Weight Loss After Bariatric Surgery: the BARICO Study.,"Bariatric surgery (BS) is an effective treatment for obesity. However, some individuals experience insufficient weight loss after surgery. Therefore, we investigated whether cognitive control affects weight loss after Roux-en-Y gastric bypass (RYGB). Within this exploratory observational study, part of the BARICO study (BAriatric surgery Rijnstate and Radboudumc neuroImaging and Cognition in Obesity), participants aged between 35 and 55 years eligible for RYGB were included. Before and after BS, body weight, (delta) BMI and percentage total body weight loss (%TBWL) were determined. Additionally, at baseline, Stroop task-performance, -activation and -connectivity were assessed by a color-word paradigm task during functional neuroimaging to determine the ability of participants to inhibit cognitive interference. Seventy-six participants were included, of whom 14 were excluded from fMRI analysis, leaving 62 participants. Participants were aged 45.0 Â± 5.9 years with a mean pre-surgery BMI of 40.2 Â± 3.3 kg/m2, and 86% were women. Mean decrease in BMI was 13.8 Â± 2.5 kg/m2, and mean %TBWL was 34.9 Â± 6.3% 1 year after BS. Stroop task performance did not correlate with (delta) BMI and %TBWL. The inferior parietal/middle occipital gyrus, inferior frontal gyrus, and supplementary motor cortex were involved in cognitive interference, although activity in these regions did not predict weight loss after surgery. Lastly, generalized psychophysiological interaction did not provide evidence for (delta) BMI- and %TBWL-dependent connectivity modulation. Cognitive control did not predict weight loss after surgery. Future studies should focus on longer follow-up periods to understand the relation between cognitive control and weight loss. NL7090 ( https://www.clinicaltrialregister.nl/nl/trial/28949 ).",10.1007/s11695-023-06744-7,,,,826
621,Palliative surgical bypass is superior to palliative endoscopic stenting in patients with malignant gastric outlet obstruction: systematic review and meta-analysis.,"Gastrojejunostomy (GJ) and self-expanding metal stents (SEMS) are the two most common palliative treatment options for patients with malignant gastric outlet obstruction (GOO). Randomised trials and retrospective studies have shown discrepant results, so that there is still a controversy regarding the optimal treatment of GOO. Medline, Web of Science and Cochrane Library were systematically searched for studies comparing GJ to SEMS in patients with malignant GOO. Primary outcomes were survival and postoperative mortality. Secondary outcomes were frequency of re-interventions, major complications, time to oral intake and length of hospital stay. Twenty-seven studies, with a total of 2.354 patients, 1.306 (55.5%) patients in the SEMS and 1.048 (44.5%) patients in the GJ group, were considered suitable for inclusion. GJ was associated with significantly longer survival than SEMS (mean difference 43Â days, CI 12.00, 73.70, pâ€‰=â€‰0.006). Postoperative mortality (OR 0.55, CI 0.27, 1.16, pâ€‰=â€‰0.12) and major complications (OR 0.73, CI 0.5, 1.06, pâ€‰=â€‰0.10) were similar in both groups. The frequency of re-interventions, however, was almost three times higher in the SEMS group (OR 2.95, CI: 1.70, 5.14, pâ€‰<â€‰0.001), whereas the mean time to oral intake and length of hospital stay were shorter in the SEMS group (mean differences -â€‰5Â days, CI -â€‰6.75, -â€‰3.05Â days, pâ€‰<â€‰0.001 and -â€‰10Â days, CI -â€‰11.6, -â€‰7.9Â days, pâ€‰<â€‰0.001, respectively). Patients with malignant GOO and acceptable performance status should be primarily considered for a palliative GJ rather than SEMS.",10.1007/s00464-019-06955-z,,,,827
1406,Prophylactic gastrojejunostomy for unresectable periampullary carcinoma.,"The role of prophylactic gastrojejunostomy in patients with unresectable periampullary cancer is controversial. To determine whether prophylactic gastrojejunostomy should be performed routinely in patients with unresectable periampullary cancer. We searched the Cochrane Upper Gastrointestinal and Pancreatic Diseases Group Trials Register, the Cochrane Central Register of Controlled Trials (CENTRAL) (The Cochrane Library 2010, issue 3), MEDLINE, EMBASE and Science Citation Index Expanded until April 2010. We included randomised controlled trials comparing prophylactic gastrojejunostomy versus no gastrojejunostomy in patients with unresectable periampullary cancer (irrespective of language or publication status). Two authors independently assessed trials for inclusion and independently extracted data. We analysed data with both the fixed-effect and the random-effects models using Review Manager (RevMan). We calculated the hazard ratio (HR), risk ratio (RR), or mean difference (MD) with 95% confidence intervals (CI) based on an intention-to-treat or available case analysis. We identified two trials (of high risk of bias) involving 152 patients randomised to gastrojejunostomy (80 patients) and no gastrojejunostomy (72 patients). In both trials, patients were found to be unresectable during exploratory laparotomy. Most of the patients also underwent biliary-enteric drainage. There was no evidence of difference in the overall survival (HR 1.02; 95% CI 0.84 to 1.25), peri-operative mortality or morbidity, quality of life, or hospital stay (MD 0.97 days; 95%CI -0.18 to 2.12) between the two groups. The proportion of patients who developed long term gastric outlet obstruction was significantly lower in the prophylactic gastrojejunostomy group (2/80; 2.5%) compared with no gastrojejunostomy group (20/72; 27.8%) (RR 0.10; 95%CI 0.03 to 0.37). The operating time was significantly longer in the gastrojejunostomy group compared with no gastrojejunostomy group (MD 45.00 minutes; 95%CI 21.39 to 68.61). Routine prophylactic gastrojejunostomy is indicated in patients with unresectable periampullary cancer undergoing exploratory laparotomy (with or without hepaticojejunostomy).",10.1002/14651858.CD008533.pub2,,,,828
746,Physical training following gastric bypass: effects on physical activity and quality of life-a randomized controlled trial.,"Obesity is associated with physical inactivity and impaired health-related quality of life (HRQoL). We aim to test the hypothesis that Roux-en-Y gastric bypass (RYGB) followed by supervised physical training improves physical activity (PA) levels and HRQoL. Sixty patients, qualified for RYGB, were at 6Â months post-surgery randomized to 26Â weeks of a supervised physical training intervention (INT) or to a control (CON) group. PA was assessed by accelerometry and using the questionnaire RPAQ. HRQoL was measured by the SF-36 questionnaire. All assessments were performed pre-surgery and 6, 12, and 24Â months post-surgery. RYGB did not improve objectively or self-reported PA, but improved all domains of SF-36 (all pâ€‰<â€‰0.01). Objectively measured light PA, moderate to vigorous PA, and step counts tended to increase in INT compared to CON 12Â months after RYGB (0.05â€‰<â€‰pâ€‰<â€‰0.09), but the effects failed to persist. The SF-36 domain ""general health"" increased in INT compared to CON 24Â months after RYGB (pâ€‰=â€‰0.041). RYGB improves HRQoL, but does not increase PA. Supervised physical training intervention improves general health 24Â months after RYGB and tends to improve certain domains of PA right after the intervention period, but fails to increase the patients' overall PA level over time. Clinical Trial Registration Registered at ClinicalTrials.gov-no. NCT01690728.",10.1007/s11136-018-1938-9,,,,829
996,Postoperative Behavioral Variables and Weight Change 3 Years After Bariatric Surgery.,"Severe obesity (body mass index â‰¥35 [calculated as weight in kilograms divided by height in meters squared]) is associated with significant medical comorbidity and increased mortality. Bariatric surgery induces weight loss, the extent of which can vary. Postoperative predictors of weight loss have not been adequately examined. To describe postoperative eating behaviors and weight control and their effects on 3-year change in weight. The Longitudinal Assessment of Bariatric Surgery-2 (LABS-2) study is a multicenter observational cohort study at 10 US hospitals in 6 geographically diverse clinical centers. Adults undergoing first-time bariatric surgical procedures as part of routine clinical care were recruited between 2006 and 2009 and followed up until September 2012. Participants completed detailed surveys regarding eating and weight control behaviors prior to surgery and then annually after surgery for 3 years. Twenty-five postoperative behaviors related to eating behavior, eating problems, weight control practices, and the problematic use of alcohol, smoking, and illegal drugs. Behaviors examined were divided into those that were never present (preoperatively or postoperatively), those that were always present (preoperatively and postoperatively), and those that underwent a healthy change after surgery (development of a positive behavior or omission of a negative behavior). The sample included a total of 2022 participants (median age, 47 years [interquartile range, 38-55 years]; median BMI, 46 [interquartile range, 42-51]; 78% women): 1513 who had undergone Roux-en-Y gastric bypass and 509 who had undergone laparoscopic adjustable gastric banding. If we consider the cumulative effects of the 3 behaviors that explain most of the variability (16%) in 3-year percent weight change following Roux-en-Y gastric bypass, ie, weekly self-weighing, continuing to eat when feeling full more than once a week, and eating continuously during the day, a participant who postoperatively started to self-weigh, stopped eating when feeling full, and stopped eating continuously during the day after surgery would be predicted to lose a mean (SE) of 38.8% (0.8%) of their baseline weight. This average is about 14% greater weight loss compared with participants who made no positive changes in these variables (mean [SE], -24.6% [1.6%]; mean difference, -14.2%; 95% CI, -18.7% to -9.8%; Pâ€‰<â€‰.001) and 6% greater weight loss compared with participants who always reported positive on these healthy behaviors (mean [SE], -33.2% [0.6%]; mean difference, -5.7%; 95% CI, -7.8% to -3.5%; Pâ€‰<â€‰.001). The results suggest the importance of assessing behaviors related to eating behavior, eating problems, weight control practices, and the problematic use of alcohol, smoking, and illegal drugs in bariatric surgery candidates and patients who have undergone bariatric surgery, and they suggest that the utility of programs to modify problematic eating behaviors and eating patterns should be addressed in research.",10.1001/jamasurg.2016.0395,,,,830
1007,"Closure of mesenteric defects in laparoscopic gastric bypass: a multicentre, randomised, parallel, open-label trial.","Small bowel obstruction due to internal hernia is a common and potentially serious complication after laparoscopic gastric bypass surgery. Whether closure of surgically created mesenteric defects might reduce the incidence is unknown, so we did a large randomised trial to investigate. This study was a multicentre, randomised trial with a two-arm, parallel design done at 12 centres for bariatric surgery in Sweden. Patients planned for laparoscopic gastric bypass surgery at any of the participating centres were offered inclusion. During the operation, a concealed envelope was opened and the patient was randomly assigned to either closure of mesenteric defects beneath the jejunojejunostomy and at Petersen's space or non-closure. After surgery, assignment was open label. The main outcomes were reoperation for small bowel obstruction and severe postoperative complications. Outcome data and safety were analysed in the intention-to-treat population. This trial is registered with ClinicalTrials.gov, number NCT01137201. Between May 1, 2010, and Nov 14, 2011, 2507 patients were recruited to the study and randomly assigned to closure of the mesenteric defects (n=1259) or non-closure (n=1248). 2503 (99Â·8%) patients had follow-up for severe postoperative complications at day 30 and 2482 (99Â·0%) patients had follow-up for reoperation due to small bowel obstruction at 25 months. At 3 years after surgery, the cumulative incidence of reoperation because of small bowel obstruction was significantly reduced in the closure group (cumulative probability 0Â·055 for closure vs 0Â·102 for non-closure, hazard ratio 0Â·56, 95% CI 0Â·41-0Â·76, p=0Â·0002). Closure of mesenteric defects increased the risk for severe postoperative complications (54 [4Â·3%] for closure vs 35 [2Â·8%] for non-closure, odds ratio 1Â·55, 95% CI 1Â·01-2Â·39, p=0Â·044), mainly because of kinking of the jejunojejunostomy. The results of our study support the routine closure of the mesenteric defects in laparoscopic gastric bypass surgery. However, closure of the mesenteric defects might be associated with increased risk of early small bowel obstruction caused by kinking of the jejunojejunostomy. Ã–rebro County Council, Stockholm City Council, and the Erling-Persson Family Foundation.",10.1016/S0140-6736(15)01126-5,,,,831
260,Prevalence and associated factors of secondary hyperparathyroidism after Roux-en-Y gastric bypass: A meta-analysis.,"This study aimed to investigate the prevalence and factors associated with secondary hyperparathyroidism (SHPT) after Roux-en-Y gastric bypass (RYGB). We searched PubMed, EMBASE, and CENTRAL for relevant studies using search terms gastric bypass, RYGB and hyperparathyroidism. Thirty-four cohort studies with 4331 patients were incorporated into the final meta-analysis. Overall estimates of the prevalence of SHPT following RYGB were 39%. Subgroup analyses indicated the pooled prevalences of SHPT were 25%, 42%, 48%, and 54% for â‰¤1â€‰year, >1 and â‰¤5â€‰years, >5 and â‰¤10â€‰years, and >10â€‰years, respectively, after RYGB. Meta-regression showed that SHPT occurred was positively related to follow-up durations (pâ€‰=â€‰0.001). Additionally, SHPT prevalence was higher in studies in which calcium and vitamin D supplementation were considered inadequate than in those which were adequate (pâ€‰=â€‰0.002). SHPT is highly prevalent in individuals with obesity after RYGB. It seems to progress with time after surgery. Routine calcium and vitamin D supplementation post-RYGB together with targeted treatment of vitamin D deficiency, reasonable adjustment of the doses of supplementation with regular follow-up, and improved patient compliance, as well as long-term screening, are necessary to prevent the development of SHPT.",10.1111/obr.13488,,,,832
665,Comparative Effects of Medical Versus Surgical Weight Loss on Body Composition: a Pilot Randomized Trial.,"Bariatric surgery leads to more rapid and greater weight loss (WL) compared to medical weight loss (MWL), but the differences in body composition (BC) changes for these modalities remain unclear. Due to the known health risks associated with central adiposity, we compared the changes in regional distribution of fat mass (FM) and lean mass (LM) after surgical versus MWL. In this 1:1:1 randomized trial among 15 persons with type 2 diabetes and body mass index (BMI) 30-39.9Â kg/m2, we compared changes in BC, by dual-energy X-ray absorptiometry and abdominal computerized tomography, at time of 10%WL or 9Â months after intervention (whichever came first). Participants underwent MWL, adjustable gastric banding (AGB), or Roux-en-Y gastric bypass (RYGB). Non-parametric tests evaluated BC differences (FM, LM, and visceral adipose tissue [VAT]) within and across all three arms and between pair-wise comparisons. Twelve female participants (75% African American) completed the study. Patient age, BMI, and baseline anthropometric characteristics were similar across study arms. AGB lost more LM (MWL -â€‰5.2%, AGB -â€‰10.3%, pâ€‰=â€‰0.021) and VAT (MWL +â€‰10.9%, AGB -â€‰28.0%, pâ€‰=â€‰0.049) than MWL. RYGB tended to lose more VAT (MWL +10.9%, RYGB -â€‰20.2%, pâ€‰=â€‰0.077) than MWL. AGB tended to lose more LM than RYGB (AGB -â€‰12.38%, RYGB -â€‰7.29%, pâ€‰=â€‰0.15). At similar WL, AGB lost more LM and VAT than MWL; RYGB similarly lost more VAT. Given the metabolic benefits of reducing VAT and retaining LM, larger studies should confirm the changes in BC after surgical versus medical WL. NCTDK089557 - ClinicalTrials.gov.",10.1007/s11695-019-03879-4,,,,833
309,"EAES rapid guideline: systematic review, network meta-analysis, CINeMA and GRADE assessment, and European consensus on bariatric surgery-extension 2022.","The European Association for Endoscopic Surgery Bariatric Guidelines Group identified a gap in bariatric surgery recommendations with a structured, contextualized consideration of multiple bariatric interventions. To provide evidence-informed, transparent and trustworthy recommendations on the use of sleeve gastrectomy, Roux-en-Y gastric bypass, adjustable gastric banding, gastric plication, biliopancreatic diversion with duodenal switch, one anastomosis gastric bypass, and single anastomosis duodeno-ileal bypass with sleeve gastrectomy in patients with severe obesity and metabolic diseases. Only laparoscopic procedures in adults were considered. A European interdisciplinary panel including general surgeons, obesity physicians, anesthetists, a psychologist and a patient representative informed outcome importance and minimal important differences. We conducted a systematic review and frequentist fixed and random-effects network meta-analysis of randomized-controlled trials (RCTs) using the graph theoryÂ approach for each outcome. We calculated the odds ratio or the (standardized) mean differences with 95% confidence intervals for binary and continuous outcomes, respectively. We assessed the certainty of evidence using the CINeMA and GRADE methodologies. We considered the risk/benefit outcomes within a GRADE evidence to decision framework to arrive at recommendations, which were validated through an anonymous Delphi process of the panel. We identified 43 records reporting on 24 RCTs. Most network information surrounded sleeve gastrectomy and Roux-en-Y gastric bypass. Under consideration of the certainty of the evidence and evidence to decision parameters, we suggest sleeve gastrectomy or laparoscopic Roux-en-Y gastric bypass over adjustable gastric banding, biliopancreatic diversion with duodenal switch and gastric plication for the management of severe obesity and associated metabolic diseases. One anastomosis gastric bypass and single anastomosis duodeno-ileal bypass with sleeve gastrectomy are suggested as alternatives, although evidence on benefits and harms, and specific selection criteria is limited compared to sleeve gastrectomy and Roux-en-Y gastric bypass. The guideline, with recommendations, evidence summaries and decision aids in user friendly formats can also be accessed in MAGICapp:Â  https://app.magicapp.org/#/guideline/Lpv2kE CONCLUSIONS: This rapid guideline provides evidence-informed, pertinent recommendations on the use of bariatric and metabolic surgery for the management of severe obesity and metabolic diseases. The guideline replaces relevant recommendations published in the EAES Bariatric Guidelines 2020.",10.1007/s00464-022-09008-0,,,,834
46,Impact of Gastrojejunostomy Anastomosis Diameter on Weight Loss Following Laparoscopic Gastric Bypass: A Systematic Review.,"Laparoscopic Roux-en-Y gastric bypass (RYGB) is crucial for significant weight reduction and treating obesity-related issues. However, the impact of gastrojejunostomy (GJ) anastomosis diameter on weight loss remains unclear. We investigate this influence on post-RYGB weight loss outcomes. A systematic search was conducted. Six studies met the inclusion criteria, showing varied GJ diameters and follow-up durations (1-5Â years). Smaller GJ diameters generally correlated with greater short-to-medium-term weight loss, with a threshold beyond which complications like stenosis increased. Studies had moderate-to-low bias risk, emphasizing the need for precise GJ area quantification post-operation. This review highlights a negative association between smaller GJ diameters and post-RYGB weight loss, advocating for standardized measurement techniques. Future research should explore intra-operative and AI-driven methods for optimizing GJ diameter determination.",10.1007/s11695-024-07237-x,,,,835
1262,Effect of billroth II or Roux-en-Y reconstruction for the gastrojejunostomy on delayed gastric emptying after pancreaticoduodenectomy: a randomized controlled study.,"Delayed gastric emptying (DGE) is one of the major complications after pancreaticoduodenectomy (PD), occurring in 14% to 61% of cases. There have been no studies that compare the incidence of DGE in terms of the reconstruction method of gastrojejunostomy performed in subtotal stomach-preserving pancreaticoduodenectomy (SSPPD). The objective of this study was to evaluate the superiority of Billroth II (B-II) to Roux-en Y (R-Y) reconstruction on decreasing the incidence of delayed gastric emptying DGE after SSPPD by a prospective randomized controlled trial. Between April 2008 and August 2011, 101 patients who underwent SSPPD for pancreatic head or periampullary diseases were randomly allocated to B-II reconstruction (n = 52) and R-Y reconstruction (n = 49) groups. The primary endpoint was incidence of DGE. DGE occurred in 5.7% of patients in the B-II group and in 20.4% of patients in the R-Y group (P = 0.028). Patients in the B-II group had a significantly shorter hospital stay after operation than patients in the R-Y group (31.6 Â± 15.0 days vs. 41.4 Â± 20.5 days, P = 0.037). In terms of postoperative complications, the incidence of pancreatic fistula was significantly higher in patients with DGE (38.5%) than in patients without DGE (14.8%) (P = 0.037). It is suggested that the incidence of DGE after SSPPD can be decreased by using B-II rather than R-Y reconstruction for gastrojejunostomy.(Clinical Trials Registry, UMIN-CTR: http://www.umin.ac.jp/ctr/, ref no. UMIN000003535).",10.1097/SLA.0b013e31826c3f90,,,,836
1272,Prophylactic gastrojejunostomy for unresectable periampullary carcinoma.,"The role of prophylactic gastrojejunostomy in patients with unresectable periampullary cancer is controversial. To determine whether prophylactic gastrojejunostomy should be performed routinely in patients with unresectable periampullary cancer. For the initial version of this review, we searched the Cochrane Upper Gastrointestinal and Pancreatic Diseases Group Trials Register, the Cochrane Central Register of Controlled Trials (CENTRAL) (The Cochrane Library 2010, issue 3), MEDLINE, EMBASE and Science Citation Index Expanded until April 2010. Literature searches were re-run in August 2012. We included randomised controlled trials comparing prophylactic gastrojejunostomy versus no gastrojejunostomy in patients with unresectable periampullary cancer (irrespective of language or publication status). Two review authors independently assessed trials for inclusion and independently extracted data. We analysed data with both the fixed-effect and the random-effects models using Review Manager (RevMan). We calculated the hazard ratio (HR), risk ratio (RR), and mean difference (MD) with 95% confidence intervals (CI) based on an intention-to-treat or available case analysis. We identified two trials (of high risk of bias) involving 152 patients randomised to gastrojejunostomy (80 patients) and no gastrojejunostomy (72 patients). In both trials, patients were found to be unresectable during exploratory laparotomy. Most of the patients also underwent biliary-enteric drainage. There was no evidence of difference in the overall survival (HR 1.02; 95% CI 0.84 to 1.25), peri-operative mortality or morbidity, quality of life, or hospital stay (MD 0.97 days; 95%CI -0.18 to 2.12) between the two groups. The proportion of patients who developed long-term gastric outlet obstruction was significantly lower in the prophylactic gastrojejunostomy group (2/80; 2.5%) compared with no gastrojejunostomy group (20/72; 27.8%) (RR 0.10; 95%CI 0.03 to 0.37). The operating time was significantly longer in the gastrojejunostomy group compared with no gastrojejunostomy group (MD 45.00 minutes; 95%CI 21.39 to 68.61). Routine prophylactic gastrojejunostomy is indicated in patients with unresectable periampullary cancer undergoing exploratory laparotomy (with or without hepaticojejunostomy).",10.1002/14651858.CD008533.pub3,,,,837
837,A Meta-Analysis of GLP-1 After Roux-En-Y Gastric Bypass: Impact of Surgical Technique and Measurement Strategy.,"Roux-en-Y gastric bypass (RYGB) is an effective treatment for diabetes. Glucagon-like peptide-1 (GLP-1) is a gut hormone that is important to glucose homeostasis. This study aimed to assess GLP-1 level and its predictors after RYGB. The study design was a meta-analysis. The data sources were MEDLINE, EMBASE, Web of Science, and the Cochrane Databases. The study selection composed of studies with pre- and post-RYGB levels. The main outcomes were as follows: Primary outcome was the change in postprandial GLP-1 levels after RYGB. Secondary outcomes included the changes in fasting glucose, fasting insulin, and fasting GLP-1 levels after RYGB. Meta-regression to determine predictors of changes in GLP-1 levels was performed. Outcomes were reported using Hedge's g. Twenty-four studies with 368 patients were included. Postprandial GLP-1 levels increased after RYGB (Hedge's gÂ =Â 1.29, pÂ <Â 0.0001), while fasting GLP-1 did not change (pÂ =Â 0.23). Peak postprandial GLP-1 levels gave the most consistent results (I 2Â =Â 9.11). Fasting glucose and insulin levels decreased after RYGB (pÂ <Â 0.0001). Roux limb length was a significant predictor for amount of GLP-1 increase (Î²Â =Â -Â 0.01, pÂ =Â 0.02). Diabetes status, amount of weight loss, length of biliopancreatic limb, and time of measurement were not significant predictors (pÂ >Â 0.05). Postprandial GLP-1 levels increase after RYGB, while fasting levels remain unchanged. Shorter Roux limb length is associated with greater increase in postprandial GLP-1, which may lead to better glycemic control in this population.",10.1007/s11695-017-2913-1,,,,838
